"행정구역","2023년06월_계_총인구수","2023년06월_계_연령구간인구수","2023년06월_계_0~9세","2023년06월_계_10~19세","2023년06월_계_20~29세","2023년06월_계_30~39세","2023년06월_계_40~49세","2023년06월_계_50~59세","2023년06월_계_60~69세","2023년06월_계_70~79세","2023년06월_계_80~89세","2023년06월_계_90~99세","2023년06월_계_100세 이상"
"강원특별자치도 강릉시 (5115000000)","210,456","210,456","11,784","17,616","23,268","20,377","30,281","36,179","37,052","20,583","11,448","1,808","60"
"강원특별자치도 강릉시 주문진읍(5115025000)","16,216","16,216","616","890","1,257","1,171","1,916","2,785","3,659","2,390","1,314","209","9"
"강원특별자치도 강릉시 성산면(5115031000)","3,521","3,521","122","185","263","187","358","680","843","472","343","65","3"
"강원특별자치도 강릉시 왕산면(5115032000)","1,548","1,548","33","33","60","85","85","278","504","295","151","24","0"
"강원특별자치도 강릉시 구정면(5115033000)","4,239","4,239","210","258","302","294","484","725","1,040","504","341","78","3"
"강원특별자치도 강릉시 강동면(5115034000)","4,003","4,003","89","146","338","247","378","669","973","648","437","77","1"
"강원특별자치도 강릉시 옥계면(5115035000)","3,376","3,376","78","131","213","191","291","593","922","554","347","56","0"
"강원특별자치도 강릉시 사천면(5115036000)","4,811","4,811","177","250","419","390","562","838","1,171","579","366","57","2"
"강원특별자치도 강릉시 연곡면(5115037000)","6,266","6,266","270","426","417","470","852","1,060","1,437","834","433","65","2"
"강원특별자치도 강릉시 홍제동(5115051000)","14,897","14,897","1,159","1,409","1,623","1,825","2,428","2,487","2,119","1,145","593","104","5"
"강원특별자치도 강릉시 중앙동(5115052000)","4,593","4,593","116","262","516","371","545","713","941","678","380","67","4"
"강원특별자치도 강릉시 옥천동(5115054000)","3,227","3,227","73","148","302","248","373","602","644","520","281","35","1"
"강원특별자치도 강릉시 교1동(5115055000)","25,602","25,602","1,524","2,688","3,590","2,479","4,052","4,609","3,533","1,882","1,086","152","7"
"강원특별자치도 강릉시 교2동(5115056000)","7,413","7,413","294","510","888","699","946","1,306","1,459","809","440","59","3"
"강원특별자치도 강릉시 포남1동(5115057100)","10,907","10,907","390","775","1,261","1,077","1,413","1,967","2,113","1,228","603","77","3"
"강원특별자치도 강릉시 포남2동(5115057200)","12,368","12,368","477","950","1,431","1,179","1,629","2,227","2,533","1,214","607","118","3"
"강원특별자치도 강릉시 초당동(5115058000)","4,520","4,520","249","334","480","519","613","832","858","377","229","29","0"
"강원특별자치도 강릉시 송정동(5115059000)","9,767","9,767","817","957","968","1,192","1,577","1,628","1,546","691","333","58","0"
"강원특별자치도 강릉시 내곡동(5115060000)","16,514","16,514","1,215","1,519","2,274","1,913","2,728","2,626","2,388","1,165","586","99","1"
"강원특별자치도 강릉시 강남동(5115061500)","17,314","17,314","794","1,385","1,796","1,449","2,278","2,963","3,148","2,083","1,241","173","4"
"강원특별자치도 강릉시 성덕동(5115064500)","28,056","28,056","2,059","3,198","3,326","3,060","4,782","4,816","3,786","1,844","1,023","154","8"
"강원특별자치도 강릉시 경포동(5115066500)","11,298","11,298","1,022","1,162","1,544","1,331","1,991","1,775","1,435","671","314","52","1"
"강원특별자치도 동해시 (5117000000)","89,058","89,058","5,636","8,340","8,679","8,280","13,645","15,686","15,288","8,384","4,507","597","16"
"강원특별자치도 동해시 천곡동(5117051000)","30,346","30,346","2,296","3,234","3,161","3,195","4,999","5,116","4,972","2,246","963","162","2"
"강원특별자치도 동해시 송정동(5117052000)","3,544","3,544","106","187","422","259","411","586","772","443","307","51","0"
"강원특별자치도 동해시 북삼동(5117053000)","19,764","19,764","1,286","2,331","2,312","1,861","3,479","3,801","2,679","1,269","660","85","1"
"강원특별자치도 동해시 부곡동(5117054000)","4,827","4,827","141","310","390","291","605","877","1,078","733","360","39","3"
"강원특별자치도 동해시 동호동(5117055000)","4,939","4,939","233","408","397","378","680","903","942","649","320","27","2"
"강원특별자치도 동해시 발한동(5117057000)","3,198","3,198","84","148","222","192","321","519","760","572","344","34","2"
"강원특별자치도 동해시 묵호동(5117059000)","2,832","2,832","66","142","150","150","317","461","655","546","332","12","1"
"강원특별자치도 동해시 북평동(5117060000)","13,540","13,540","1,225","1,273","1,211","1,572","2,183","2,297","2,074","1,015","589","100","1"
"강원특별자치도 동해시 망상동(5117063000)","3,387","3,387","145","170","224","225","386","591","742","500","353","48","3"
"강원특별자치도 동해시 삼화동(5117065000)","2,681","2,681","54","137","190","157","264","535","614","411","279","39","1"
"강원특별자치도 태백시 (5119000000)","38,918","38,918","1,912","3,413","3,128","2,872","5,647","6,792","7,669","4,804","2,440","236","5"
"강원특별자치도 태백시 황지동(5119051500)","5,808","5,808","358","529","490","482","854","990","1,114","642","317","29","3"
"강원특별자치도 태백시 황연동(5119052500)","4,032","4,032","126","273","273","233","508","693","988","631","276","30","1"
"강원특별자치도 태백시 삼수동(5119053500)","5,354","5,354","282","478","338","354","796","903","1,047","738","394","23","1"
"강원특별자치도 태백시 상장동(5119054000)","12,668","12,668","831","1,482","1,306","1,149","2,342","2,281","1,796","987","438","56","0"
"강원특별자치도 태백시 문곡소도동(5119058500)","3,609","3,609","128","229","244","238","453","633","892","525","236","31","0"
"강원특별자치도 태백시 장성동(5119059500)","3,163","3,163","124","179","252","199","307","599","754","437","279","33","0"
"강원특별자치도 태백시 구문소동(5119060500)","2,339","2,339","31","170","106","104","210","372","595","462","270","19","0"
"강원특별자치도 태백시 철암동(5119061500)","1,945","1,945","32","73","119","113","177","321","483","382","230","15","0"
"강원특별자치도 속초시 (5121000000)","82,474","82,474","5,268","6,857","8,335","9,086","11,858","14,929","14,682","7,084","3,750","612","13"
"강원특별자치도 속초시 영랑동(5121051000)","4,343","4,343","143","203","360","392","492","822","1,051","543","287","49","1"
"강원특별자치도 속초시 동명동(5121052000)","4,180","4,180","278","319","330","451","585","724","799","431","230","32","1"
"강원특별자치도 속초시 금호동(5121054000)","5,830","5,830","230","357","525","454","661","1,084","1,326","715","395","83","0"
"강원특별자치도 속초시 교동(5121056000)","9,321","9,321","419","748","1,051","968","1,243","1,626","1,841","891","468","64","2"
"강원특별자치도 속초시 노학동(5121057000)","21,177","21,177","1,197","1,982","2,243","2,148","3,040","4,032","3,731","1,672","966","165","1"
"강원특별자치도 속초시 조양동(5121058000)","29,720","29,720","2,664","2,885","3,197","3,931","4,917","5,178","4,112","1,847","863","122","4"
"강원특별자치도 속초시 청호동(5121059000)","4,874","4,874","263","252","433","542","640","882","1,004","500","298","57","3"
"강원특별자치도 속초시 대포동(5121060000)","3,029","3,029","74","111","196","200","280","581","818","485","243","40","1"
"강원특별자치도 삼척시 (5123000000)","63,270","63,270","3,306","5,091","6,651","4,990","8,059","10,642","12,246","7,133","4,414","718","20"
"강원특별자치도 삼척시 도계읍(5123025000)","9,489","9,489","234","1,030","1,679","378","874","1,390","1,929","1,203","667","103","2"
"강원특별자치도 삼척시 원덕읍(5123025300)","3,207","3,207","70","108","205","180","324","610","777","502","372","56","3"
"강원특별자치도 삼척시 원덕읍임원출장소(5123025400)","1,596","1,596","39","51","87","74","165","304","405","262","180","28","1"
"강원특별자치도 삼척시 근덕면(5123031000)","4,916","4,916","97","134","279","248","412","890","1,300","786","641","123","6"
"강원특별자치도 삼척시 하장면(5123032000)","1,253","1,253","18","32","52","44","109","241","414","198","129","15","1"
"강원특별자치도 삼척시 노곡면(5123033000)","685","685","6","7","21","20","46","122","218","126","97","22","0"
"강원특별자치도 삼척시 미로면(5123034000)","1,799","1,799","25","50","81","60","172","312","500","316","232","51","0"
"강원특별자치도 삼척시 가곡면(5123035000)","663","663","13","22","18","18","58","116","192","132","80","14","0"
"강원특별자치도 삼척시 신기면(5123036000)","642","642","10","13","21","28","53","126","185","118","78","10","0"
"강원특별자치도 삼척시 남양동(5123051000)","7,047","7,047","217","407","621","521","785","1,217","1,580","1,061","547","91","0"
"강원특별자치도 삼척시 교동(5123053000)","15,891","15,891","1,643","1,819","2,000","2,038","2,781","2,576","1,817","768","385","61","3"
"강원특별자치도 삼척시 정라동(5123054000)","8,412","8,412","520","704","903","781","1,225","1,504","1,418","812","481","62","2"
"강원특별자치도 삼척시 성내동(5123057000)","7,670","7,670","414","714","684","600","1,055","1,234","1,511","849","525","82","2"
"강원특별자치도 홍천군 (5172000000)","67,632","67,632","3,279","4,625","5,833","5,613","7,500","11,509","15,837","7,778","4,888","746","24"
"강원특별자치도 홍천군 홍천읍(5172025000)","33,695","33,695","2,302","3,188","3,727","3,668","4,840","5,801","5,672","2,663","1,595","233","6"
"강원특별자치도 홍천군 화촌면(5172031000)","4,333","4,333","71","125","287","199","317","663","1,372","750","449","96","4"
"강원특별자치도 홍천군 두촌면(5172032000)","2,429","2,429","28","118","108","113","132","401","775","410","292","50","2"
"강원특별자치도 홍천군 내촌면(5172033000)","2,422","2,422","40","70","94","98","137","418","823","412","292","37","1"
"강원특별자치도 홍천군 서석면(5172034000)","3,660","3,660","105","167","237","196","274","689","1,075","530","336","47","4"
"강원특별자치도 홍천군 영귀미면(5172035200)","4,173","4,173","114","190","183","212","343","709","1,291","674","390","63","4"
"강원특별자치도 홍천군 남면(5172036000)","5,845","5,845","306","326","622","525","485","842","1,467","700","496","76","0"
"강원특별자치도 홍천군 서면(5172037000)","3,820","3,820","93","103","194","224","347","651","1,195","593","355","63","2"
"강원특별자치도 홍천군 북방면(5172038000)","4,186","4,186","118","198","251","234","367","735","1,200","588","444","50","1"
"강원특별자치도 홍천군 내면(5172039000)","3,069","3,069","102","140","130","144","258","600","967","458","239","31","0"
"강원특별자치도 횡성군 (5173000000)","46,611","46,611","1,930","3,458","3,280","3,071","4,738","8,180","11,716","5,970","3,699","546","23"
"강원특별자치도 횡성군 횡성읍(5173025000)","20,920","20,920","1,320","1,959","2,061","1,915","2,815","3,695","3,780","1,894","1,264","209","8"
"강원특별자치도 횡성군 우천면(5173031000)","4,401","4,401","114","196","291","227","347","795","1,279","676","409","65","2"
"강원특별자치도 횡성군 안흥면(5173032000)","3,174","3,174","60","575","108","108","160","468","937","454","268","35","1"
"강원특별자치도 횡성군 둔내면(5173033000)","5,959","5,959","208","383","320","339","591","1,151","1,605","823","474","61","4"
"강원특별자치도 횡성군 갑천면(5173034000)","2,477","2,477","35","64","118","89","160","430","857","422","262","38","2"
"강원특별자치도 횡성군 청일면(5173035000)","2,399","2,399","35","61","78","86","150","433","827","419","270","39","1"
"강원특별자치도 횡성군 공근면(5173036000)","3,441","3,441","67","100","159","142","250","564","1,153","571","368","65","2"
"강원특별자치도 횡성군 서원면(5173037000)","2,079","2,079","60","55","86","101","151","326","704","355","219","21","1"
"강원특별자치도 횡성군 강림면(5173038000)","1,761","1,761","31","65","59","64","114","318","574","356","165","13","2"
"강원특별자치도 영월군 (5175000000)","37,600","37,600","1,430","2,665","2,846","2,445","4,143","6,784","8,891","4,933","3,050","402","11"
"강원특별자치도 영월군 영월읍(5175025000)","20,561","20,561","1,114","1,982","2,049","1,741","2,828","3,613","3,717","2,093","1,268","153","3"
"강원특별자치도 영월군 상동읍(5175025300)","1,030","1,030","15","41","55","25","90","189","282","180","134","19","0"
"강원특별자치도 영월군 산솔면(5175031200)","1,382","1,382","25","43","57","38","94","277","427","232","170","19","0"
"강원특별자치도 영월군 김삿갓면(5175032500)","1,749","1,749","19","73","66","54","142","359","581","278","145","32","0"
"강원특별자치도 영월군 북면(5175033000)","2,057","2,057","30","81","101","98","146","398","620","341","216","25","1"
"강원특별자치도 영월군 남면(5175034000)","2,168","2,168","24","85","113","89","177","383","667","367","223","37","3"
"강원특별자치도 영월군 한반도면(5175035500)","1,215","1,215","42","44","76","66","101","243","346","179","108","10","0"
"강원특별자치도 영월군 한반도면쌍용출장소(5175035900)","1,596","1,596","44","49","84","85","143","267","410","293","191","29","1"
"강원특별자치도 영월군 주천면(5175036000)","3,733","3,733","83","187","176","166","274","686","1,110","575","418","55","3"
"강원특별자치도 영월군 무릉도원면(5175038000)","2,109","2,109","34","80","69","83","148","369","731","395","177","23","0"
"강원특별자치도 평창군 (5176000000)","40,724","40,724","1,496","2,658","3,053","2,670","4,626","7,574","9,970","5,275","2,983","403","16"
"강원특별자치도 평창군 평창읍(5176025000)","8,367","8,367","335","647","740","606","980","1,497","1,891","1,002","580","86","3"
"강원특별자치도 평창군 미탄면(5176031000)","1,616","1,616","38","53","83","64","134","317","498","267","139","23","0"
"강원특별자치도 평창군 방림면(5176032000)","829","829","15","45","37","28","65","145","264","129","91","9","1"
"강원특별자치도 평창군 방림면계촌출장소(5176032500)","1,731","1,731","53","68","72","91","134","307","573","273","139","20","1"
